城市,日期,累计确诊,累计治愈,累计死亡
万宁,2020-02-06,11,0,0
万宁,2020-02-07,12,0,0
万宁,2020-02-08,12,0,0
万宁,2020-02-09,12,0,0
万宁,2020-02-10,13,0,0
万宁,2020-02-11,13,0,0
万宁,2020-02-12,13,1,0
万宁,2020-02-13,13,1,0
万宁,2020-02-14,13,3,0
万宁,2020-02-15,13,3,0
万宁,2020-02-16,13,4,0
万宁,2020-02-17,13,4,0
万宁,2020-02-18,13,9,0
万宁,2020-02-19,13,9,0
万宁,2020-02-20,13,9,0
万宁,2020-02-21,13,9,0
万宁,2020-02-22,13,9,0
万宁,2020-02-23,13,9,0
万宁,2020-02-24,13,11,0
万宁,2020-02-25,13,11,0
万宁,2020-02-26,13,11,0
万宁,2020-02-27,13,12,0
万宁,2020-02-28,13,12,0
万宁,2020-02-29,13,12,0
万宁,2020-03-01,13,12,0
万宁,2020-03-02,13,12,0
万宁,2020-03-03,13,12,0
万宁,2020-03-04,13,13,0
万宁,2020-03-05,13,13,0
万宁,2020-03-06,13,13,0
万宁,2020-03-07,13,13,0
万宁,2020-03-08,13,13,0
万宁,2020-03-09,13,13,0
万宁,2020-03-10,13,13,0
万宁,2020-03-11,13,13,0
万宁,2020-03-12,13,13,0
万宁,2020-03-13,13,13,0
万宁,2020-03-14,13,13,0
万宁,2020-03-15,13,13,0
万宁,2020-03-16,13,13,0
万宁,2020-03-17,13,13,0
万宁,2020-03-18,13,13,0
万宁,2020-03-19,13,13,0
万宁,2020-03-20,13,13,0
万宁,2020-03-21,13,13,0
万宁,2020-03-22,13,13,0
万宁,2020-03-23,13,13,0
万宁,2020-03-24,13,13,0
万宁,2020-03-25,13,13,0
万宁,2020-03-26,13,13,0
万宁,2020-03-27,13,13,0
万宁,2020-03-28,13,13,0
万宁,2020-03-29,13,13,0
万宁,2020-03-30,13,13,0
万宁,2020-03-31,13,13,0
万宁,2020-04-01,13,13,0
万宁,2020-04-02,13,13,0
万宁,2020-04-03,13,13,0
万宁,2020-04-04,13,13,0
万宁,2020-04-05,13,13,0
万宁,2020-04-06,13,13,0
万宁,2020-04-07,13,13,0
万宁,2020-04-08,13,13,0
万宁,2020-04-09,13,13,0
万宁,2020-04-10,13,13,0
万宁,2020-04-11,13,13,0
万宁,2020-04-12,13,13,0
万宁,2020-04-13,13,13,0
万宁,2020-04-14,13,13,0
万宁,2020-04-15,13,13,0
万宁,2020-04-16,13,13,0
万宁,2020-04-17,13,13,0
万宁,2020-04-18,13,13,0
万宁,2020-04-19,13,13,0
万宁,2020-04-20,13,13,0
万宁,2020-04-21,13,13,0
万宁,2020-04-22,13,13,0
万宁,2020-04-23,13,13,0
万宁,2020-04-24,13,13,0
万宁,2020-04-25,13,13,0
万宁,2020-04-26,13,13,0
万宁,2020-04-27,13,13,0
万宁,2020-04-28,13,13,0
万宁,2020-04-29,13,13,0
万宁,2020-04-30,13,13,0
万宁,2020-05-01,13,13,0
万宁,2020-05-02,13,13,0
万宁,2020-05-03,13,13,0
万宁,2020-05-04,13,13,0
万宁,2020-05-05,13,13,0
万宁,2020-05-06,13,13,0
万宁,2020-05-07,13,13,0
万宁,2020-05-08,13,13,0
万宁,2020-05-09,13,13,0
万宁,2020-05-10,13,13,0
万宁,2020-05-11,13,13,0
万宁,2020-05-12,13,13,0
万宁,2020-05-13,13,13,0
万宁,2020-05-14,13,13,0
万宁,2020-05-15,13,13,0
万宁,2020-05-16,13,13,0
万宁,2020-05-17,13,13,0
万宁,2020-05-18,13,13,0
万宁,2020-05-19,13,13,0
万宁,2020-05-20,13,13,0
万宁,2020-05-21,13,13,0
万宁,2020-05-22,13,13,0
万宁,2020-05-23,13,13,0
万宁,2020-05-24,13,13,0
万宁,2020-05-25,13,13,0
万宁,2020-05-26,13,13,0
万宁,2020-05-27,13,13,0
万宁,2020-05-28,13,13,0
万宁,2020-05-29,13,13,0
万宁,2020-05-30,13,13,0
万宁,2020-05-31,13,13,0
万宁,2020-06-01,13,13,0
万宁,2020-06-02,13,13,0
万宁,2020-06-03,13,13,0
万宁,2020-06-04,13,13,0
万宁,2020-06-05,13,13,0
万宁,2020-06-06,13,13,0
万宁,2020-06-07,13,13,0
万宁,2020-06-08,13,13,0
万宁,2020-06-09,13,13,0
万宁,2020-06-10,13,13,0
万宁,2020-06-11,13,13,0
万宁,2020-06-12,13,13,0
万宁,2020-06-13,13,13,0
万宁,2020-06-14,13,13,0
万宁,2020-06-15,13,13,0
万宁,2020-06-16,13,13,0
万宁,2020-06-17,13,13,0
万宁,2020-06-18,13,13,0
万宁,2020-06-19,13,13,0
万宁,2020-06-20,13,13,0
万宁,2020-06-21,13,13,0
万宁,2020-06-22,13,13,0
万宁,2020-06-23,13,13,0
万宁,2020-06-24,13,13,0
万宁,2020-06-25,13,13,0
万宁,2020-06-26,13,13,0
万宁,2020-06-27,13,13,0
万宁,2020-06-28,13,13,0
万宁,2020-06-29,13,13,0
万宁,2020-06-30,13,13,0
万州区,2020-01-21,2,0,0
万州区,2020-01-22,2,0,0
万州区,2020-01-23,3,0,0
万州区,2020-01-24,10,0,0
万州区,2020-01-25,13,0,0
万州区,2020-01-26,14,0,0
万州区,2020-01-27,15,0,0
万州区,2020-01-28,17,0,0
万州区,2020-01-29,24,0,0
万州区,2020-01-30,28,0,0
万州区,2020-01-31,33,0,0
万州区,2020-02-01,39,0,0
万州区,2020-02-02,49,0,1
万州区,2020-02-03,56,0,1
万州区,2020-02-04,65,1,1
万州区,2020-02-05,68,2,1
万州区,2020-02-06,73,2,1
万州区,2020-02-07,78,4,1
万州区,2020-02-08,84,5,1
万州区,2020-02-09,97,8,1
万州区,2020-02-10,98,11,1
万州区,2020-02-11,101,14,1
万州区,2020-02-12,103,16,1
万州区,2020-02-13,103,23,2
万州区,2020-02-14,104,27,3
万州区,2020-02-15,105,34,3
万州区,2020-02-16,108,35,3
万州区,2020-02-17,108,36,3
万州区,2020-02-18,110,41,3
万州区,2020-02-19,113,46,3
万州区,2020-02-20,115,56,4
万州区,2020-02-21,118,65,4
万州区,2020-02-22,118,66,4
万州区,2020-02-23,118,66,4
万州区,2020-02-24,118,72,4
万州区,2020-02-25,118,75,4
万州区,2020-02-26,118,79,4
万州区,2020-02-27,118,81,4
万州区,2020-02-28,118,84,4
万州区,2020-02-29,118,87,4
万州区,2020-03-01,118,89,4
万州区,2020-03-02,118,98,4
万州区,2020-03-03,118,103,4
万州区,2020-03-04,118,106,4
万州区,2020-03-05,118,106,4
万州区,2020-03-06,118,108,4
万州区,2020-03-07,118,109,4
万州区,2020-03-08,118,109,4
万州区,2020-03-09,118,111,4
万州区,2020-03-10,118,112,4
万州区,2020-03-11,118,114,4
万州区,2020-03-12,118,114,4
万州区,2020-03-13,118,114,4
万州区,2020-03-14,118,114,4
万州区,2020-03-15,118,114,4
万州区,2020-03-16,118,114,4
万州区,2020-03-17,118,114,4
万州区,2020-03-18,118,114,4
万州区,2020-03-19,118,114,4
万州区,2020-03-20,118,114,4
万州区,2020-03-21,118,114,4
万州区,2020-03-22,118,114,4
万州区,2020-03-23,118,114,4
万州区,2020-03-24,118,114,4
万州区,2020-03-25,118,114,4
万州区,2020-03-26,118,114,4
万州区,2020-03-27,118,114,4
万州区,2020-03-28,118,114,4
万州区,2020-03-29,118,114,4
万州区,2020-03-30,118,114,4
万州区,2020-03-31,118,114,4
万州区,2020-04-01,118,114,4
万州区,2020-04-02,118,114,4
万州区,2020-04-03,118,114,4
万州区,2020-04-04,118,114,4
万州区,2020-04-05,118,114,4
万州区,2020-04-06,118,114,4
万州区,2020-04-07,118,114,4
万州区,2020-04-08,118,114,4
万州区,2020-04-09,118,114,4
万州区,2020-04-10,118,114,4
万州区,2020-04-11,118,114,4
万州区,2020-04-12,118,114,4
万州区,2020-04-13,118,114,4
万州区,2020-04-14,118,114,4
万州区,2020-04-15,118,114,4
万州区,2020-04-16,118,114,4
万州区,2020-04-17,118,114,4
万州区,2020-04-18,118,114,4
万州区,2020-04-19,118,114,4
万州区,2020-04-20,118,114,4
万州区,2020-04-21,118,114,4
万州区,2020-04-22,118,114,4
万州区,2020-04-23,118,114,4
万州区,2020-04-24,118,114,4
万州区,2020-04-25,118,114,4
万州区,2020-04-26,118,114,4
万州区,2020-04-27,118,114,4
万州区,2020-04-28,118,114,4
万州区,2020-04-29,118,114,4
万州区,2020-04-30,118,114,4
万州区,2020-05-01,118,114,4
万州区,2020-05-02,118,114,4
万州区,2020-05-03,118,114,4
万州区,2020-05-04,118,114,4
万州区,2020-05-05,118,114,4
万州区,2020-05-06,118,114,4
万州区,2020-05-07,118,114,4
万州区,2020-05-08,118,114,4
万州区,2020-05-09,118,114,4
万州区,2020-05-10,118,114,4
万州区,2020-05-11,118,114,4
万州区,2020-05-12,118,114,4
万州区,2020-05-13,118,114,4
万州区,2020-05-14,118,114,4
万州区,2020-05-15,118,114,4
万州区,2020-05-16,118,114,4
万州区,2020-05-17,118,114,4
万州区,2020-05-18,118,114,4
万州区,2020-05-19,118,114,4
万州区,2020-05-20,118,114,4
万州区,2020-05-21,118,114,4
万州区,2020-05-22,118,114,4
万州区,2020-05-23,118,114,4
万州区,2020-05-24,118,114,4
万州区,2020-05-25,118,114,4
万州区,2020-05-26,118,114,4
万州区,2020-05-27,118,114,4
万州区,2020-05-28,118,114,4
万州区,2020-05-29,118,114,4
万州区,2020-05-30,118,114,4
万州区,2020-05-31,118,114,4
万州区,2020-06-01,118,114,4
万州区,2020-06-02,118,114,4
万州区,2020-06-03,118,114,4
万州区,2020-06-04,118,114,4
万州区,2020-06-05,118,114,4
万州区,2020-06-06,118,114,4
万州区,2020-06-07,118,114,4
万州区,2020-06-08,118,114,4
万州区,2020-06-09,118,114,4
万州区,2020-06-10,118,114,4
万州区,2020-06-11,118,114,4
万州区,2020-06-12,118,114,4
万州区,2020-06-13,118,114,4
万州区,2020-06-14,118,114,4
万州区,2020-06-15,118,114,4
万州区,2020-06-16,118,114,4
万州区,2020-06-17,118,114,4
万州区,2020-06-18,118,114,4
万州区,2020-06-19,118,114,4
万州区,2020-06-20,118,114,4
万州区,2020-06-21,118,114,4
万州区,2020-06-22,118,114,4
万州区,2020-06-23,118,114,4
万州区,2020-06-24,118,114,4
万州区,2020-06-25,118,114,4
万州区,2020-06-26,118,114,4
万州区,2020-06-27,118,114,4
万州区,2020-06-28,118,114,4
万州区,2020-06-29,118,114,4
万州区,2020-06-30,118,114,4
万盛经开区,2020-02-06,1,0,0
万盛经开区,2020-02-07,1,0,0
万盛经开区,2020-02-08,1,0,0
万盛经开区,2020-02-09,1,0,0
万盛经开区,2020-02-10,1,0,0
万盛经开区,2020-02-11,1,0,0
万盛经开区,2020-02-12,1,0,0
万盛经开区,2020-02-13,1,0,0
万盛经开区,2020-02-14,1,0,0
万盛经开区,2020-02-15,1,0,0
万盛经开区,2020-02-16,1,0,0
万盛经开区,2020-02-17,1,0,0
万盛经开区,2020-02-18,1,0,0
万盛经开区,2020-02-19,1,0,0
万盛经开区,2020-02-20,1,0,0
万盛经开区,2020-02-21,1,0,0
万盛经开区,2020-02-22,1,0,0
万盛经开区,2020-02-23,1,0,0
万盛经开区,2020-02-24,1,0,0
万盛经开区,2020-02-25,1,0,0
万盛经开区,2020-02-26,1,0,0
万盛经开区,2020-02-27,1,0,0
万盛经开区,2020-02-28,1,0,0
万盛经开区,2020-02-29,1,1,0
万盛经开区,2020-03-01,1,1,0
万盛经开区,2020-03-02,1,1,0
万盛经开区,2020-03-03,1,1,0
万盛经开区,2020-03-04,1,1,0
万盛经开区,2020-03-05,1,1,0
万盛经开区,2020-03-06,1,1,0
万盛经开区,2020-03-07,1,1,0
万盛经开区,2020-03-08,1,1,0
万盛经开区,2020-03-09,1,1,0
万盛经开区,2020-03-10,1,1,0
万盛经开区,2020-03-11,1,1,0
万盛经开区,2020-03-12,1,1,0
万盛经开区,2020-03-13,1,1,0
万盛经开区,2020-03-14,1,1,0
万盛经开区,2020-03-15,1,1,0
万盛经开区,2020-03-16,1,1,0
万盛经开区,2020-03-17,1,1,0
万盛经开区,2020-03-18,1,1,0
万盛经开区,2020-03-19,1,1,0
万盛经开区,2020-03-20,1,1,0
万盛经开区,2020-03-21,1,1,0
万盛经开区,2020-03-22,1,1,0
万盛经开区,2020-03-23,1,1,0
万盛经开区,2020-03-24,1,1,0
万盛经开区,2020-03-25,1,1,0
万盛经开区,2020-03-26,1,1,0
万盛经开区,2020-03-27,1,1,0
万盛经开区,2020-03-28,1,1,0
万盛经开区,2020-03-29,1,1,0
万盛经开区,2020-03-30,1,1,0
万盛经开区,2020-03-31,1,1,0
万盛经开区,2020-04-01,1,1,0
万盛经开区,2020-04-02,1,1,0
万盛经开区,2020-04-03,1,1,0
万盛经开区,2020-04-04,1,1,0
万盛经开区,2020-04-05,1,1,0
万盛经开区,2020-04-06,1,1,0
万盛经开区,2020-04-07,1,1,0
万盛经开区,2020-04-08,1,1,0
万盛经开区,2020-04-09,1,1,0
万盛经开区,2020-04-10,1,1,0
万盛经开区,2020-04-11,1,1,0
万盛经开区,2020-04-12,1,1,0
万盛经开区,2020-04-13,1,1,0
万盛经开区,2020-04-14,1,1,0
万盛经开区,2020-04-15,1,1,0
万盛经开区,2020-04-16,1,1,0
万盛经开区,2020-04-17,1,1,0
万盛经开区,2020-04-18,1,1,0
万盛经开区,2020-04-19,1,1,0
万盛经开区,2020-04-20,1,1,0
万盛经开区,2020-04-21,1,1,0
万盛经开区,2020-04-22,1,1,0
万盛经开区,2020-04-23,1,1,0
万盛经开区,2020-04-24,1,1,0
万盛经开区,2020-04-25,1,1,0
万盛经开区,2020-04-26,1,1,0
万盛经开区,2020-04-27,1,1,0
万盛经开区,2020-04-28,1,1,0
万盛经开区,2020-04-29,1,1,0
万盛经开区,2020-04-30,1,1,0
万盛经开区,2020-05-01,1,1,0
万盛经开区,2020-05-02,1,1,0
万盛经开区,2020-05-03,1,1,0
万盛经开区,2020-05-04,1,1,0
万盛经开区,2020-05-05,1,1,0
万盛经开区,2020-05-06,1,1,0
万盛经开区,2020-05-07,1,1,0
万盛经开区,2020-05-08,1,1,0
万盛经开区,2020-05-09,1,1,0
万盛经开区,2020-05-10,1,1,0
万盛经开区,2020-05-11,1,1,0
万盛经开区,2020-05-12,1,1,0
万盛经开区,2020-05-13,1,1,0
万盛经开区,2020-05-14,1,1,0
万盛经开区,2020-05-15,1,1,0
万盛经开区,2020-05-16,1,1,0
万盛经开区,2020-05-17,1,1,0
万盛经开区,2020-05-18,1,1,0
万盛经开区,2020-05-19,1,1,0
万盛经开区,2020-05-20,1,1,0
万盛经开区,2020-05-21,1,1,0
万盛经开区,2020-05-22,1,1,0
万盛经开区,2020-05-23,1,1,0
万盛经开区,2020-05-24,1,1,0
万盛经开区,2020-05-25,1,1,0
万盛经开区,2020-05-26,1,1,0
万盛经开区,2020-05-27,1,1,0
万盛经开区,2020-05-28,1,1,0
万盛经开区,2020-05-29,1,1,0
万盛经开区,2020-05-30,1,1,0
万盛经开区,2020-05-31,1,1,0
万盛经开区,2020-06-01,1,1,0
万盛经开区,2020-06-02,1,1,0
万盛经开区,2020-06-03,1,1,0
万盛经开区,2020-06-04,1,1,0
万盛经开区,2020-06-05,1,1,0
万盛经开区,2020-06-06,1,1,0
万盛经开区,2020-06-07,1,1,0
万盛经开区,2020-06-08,1,1,0
万盛经开区,2020-06-09,1,1,0
万盛经开区,2020-06-10,1,1,0
万盛经开区,2020-06-11,1,1,0
万盛经开区,2020-06-12,1,1,0
万盛经开区,2020-06-13,1,1,0
万盛经开区,2020-06-14,1,1,0
万盛经开区,2020-06-15,1,1,0
万盛经开区,2020-06-16,1,1,0
万盛经开区,2020-06-17,1,1,0
万盛经开区,2020-06-18,1,1,0
万盛经开区,2020-06-19,1,1,0
万盛经开区,2020-06-20,1,1,0
万盛经开区,2020-06-21,1,1,0
万盛经开区,2020-06-22,1,1,0
万盛经开区,2020-06-23,1,1,0
万盛经开区,2020-06-24,1,1,0
万盛经开区,2020-06-25,1,1,0
万盛经开区,2020-06-26,1,1,0
万盛经开区,2020-06-27,1,1,0
万盛经开区,2020-06-28,1,1,0
万盛经开区,2020-06-29,1,1,0
万盛经开区,2020-06-30,1,1,0
三亚,2020-01-22,1,0,0
三亚,2020-01-23,2,0,0
三亚,2020-01-24,5,0,0
三亚,2020-01-25,8,0,0
三亚,2020-01-26,10,0,0
三亚,2020-01-27,14,0,0
三亚,2020-01-28,14,0,0
三亚,2020-01-29,14,1,0
三亚,2020-01-30,14,1,0
三亚,2020-01-31,15,1,0
三亚,2020-02-01,17,1,0
三亚,2020-02-02,17,4,0
三亚,2020-02-03,18,4,0
三亚,2020-02-04,22,4,0
三亚,2020-02-05,30,5,0
三亚,2020-02-06,32,6,1
三亚,2020-02-07,37,9,1
三亚,2020-02-08,40,10,1
三亚,2020-02-09,41,11,1
三亚,2020-02-10,45,11,1
三亚,2020-02-11,46,11,1
三亚,2020-02-12,54,11,1
三亚,2020-02-13,54,14,1
三亚,2020-02-14,54,15,1
三亚,2020-02-15,54,15,1
三亚,2020-02-16,54,15,1
三亚,2020-02-17,54,15,1
三亚,2020-02-18,54,22,1
三亚,2020-02-19,54,22,1
三亚,2020-02-20,54,25,1
三亚,2020-02-21,54,30,1
三亚,2020-02-22,54,33,1
三亚,2020-02-23,54,33,1
三亚,2020-02-24,54,39,1
三亚,2020-02-25,54,40,1
三亚,2020-02-26,54,44,1
三亚,2020-02-27,54,44,1
三亚,2020-02-28,54,44,1
三亚,2020-02-29,54,51,1
三亚,2020-03-01,54,51,1
三亚,2020-03-02,54,51,1
三亚,2020-03-03,54,52,1
三亚,2020-03-04,54,53,1
三亚,2020-03-05,54,53,1
三亚,2020-03-06,54,53,1
三亚,2020-03-07,54,53,1
三亚,2020-03-08,54,53,1
三亚,2020-03-09,54,53,1
三亚,2020-03-10,54,53,1
三亚,2020-03-11,54,53,1
三亚,2020-03-12,54,53,1
三亚,2020-03-13,54,53,1
三亚,2020-03-14,54,53,1
三亚,2020-03-15,54,53,1
三亚,2020-03-16,54,53,1
三亚,2020-03-17,54,53,1
三亚,2020-03-18,54,53,1
三亚,2020-03-19,54,53,1
三亚,2020-03-20,54,53,1
三亚,2020-03-21,54,53,1
三亚,2020-03-22,54,53,1
三亚,2020-03-23,54,53,1
三亚,2020-03-24,54,53,1
三亚,2020-03-25,54,53,1
三亚,2020-03-26,54,53,1
三亚,2020-03-27,54,53,1
三亚,2020-03-28,54,53,1
三亚,2020-03-29,54,53,1
三亚,2020-03-30,54,53,1
三亚,2020-03-31,54,53,1
三亚,2020-04-01,54,53,1
三亚,2020-04-02,54,53,1
三亚,2020-04-03,54,53,1
三亚,2020-04-04,54,53,1
三亚,2020-04-05,54,53,1
三亚,2020-04-06,54,53,1
三亚,2020-04-07,54,53,1
三亚,2020-04-08,54,53,1
三亚,2020-04-09,54,53,1
三亚,2020-04-10,54,53,1
三亚,2020-04-11,54,53,1
三亚,2020-04-12,54,53,1
三亚,2020-04-13,54,53,1
三亚,2020-04-14,54,53,1
三亚,2020-04-15,54,53,1
三亚,2020-04-16,54,53,1
三亚,2020-04-17,54,53,1
三亚,2020-04-18,54,53,1
三亚,2020-04-19,54,53,1
三亚,2020-04-20,54,53,1
三亚,2020-04-21,54,53,1
三亚,2020-04-22,54,53,1
三亚,2020-04-23,54,53,1
三亚,2020-04-24,54,53,1
三亚,2020-04-25,54,53,1
三亚,2020-04-26,54,53,1
三亚,2020-04-27,54,53,1
三亚,2020-04-28,54,53,1
三亚,2020-04-29,54,53,1
三亚,2020-04-30,54,53,1
三亚,2020-05-01,54,53,1
三亚,2020-05-02,54,53,1
三亚,2020-05-03,54,53,1
三亚,2020-05-04,54,53,1
三亚,2020-05-05,54,53,1
三亚,2020-05-06,54,53,1
三亚,2020-05-07,54,53,1
三亚,2020-05-08,54,53,1
三亚,2020-05-09,54,53,1
三亚,2020-05-10,54,53,1
三亚,2020-05-11,54,53,1
三亚,2020-05-12,54,53,1
三亚,2020-05-13,54,53,1
三亚,2020-05-14,54,53,1
三亚,2020-05-15,54,53,1
三亚,2020-05-16,54,53,1
三亚,2020-05-17,54,53,1
三亚,2020-05-18,54,53,1
三亚,2020-05-19,54,53,1
三亚,2020-05-20,54,53,1
三亚,2020-05-21,54,53,1
三亚,2020-05-22,54,53,1
三亚,2020-05-23,54,53,1
三亚,2020-05-24,54,53,1
三亚,2020-05-25,54,53,1
三亚,2020-05-26,54,53,1
三亚,2020-05-27,54,53,1
三亚,2020-05-28,54,53,1
三亚,2020-05-29,54,53,1
三亚,2020-05-30,54,53,1
三亚,2020-05-31,54,53,1
三亚,2020-06-01,54,53,1
三亚,2020-06-02,54,53,1
三亚,2020-06-03,54,53,1
三亚,2020-06-04,54,53,1
三亚,2020-06-05,54,53,1
三亚,2020-06-06,54,53,1
三亚,2020-06-07,54,53,1
三亚,2020-06-08,54,53,1
三亚,2020-06-09,54,53,1
三亚,2020-06-10,54,53,1
三亚,2020-06-11,54,53,1
三亚,2020-06-12,54,53,1
三亚,2020-06-13,54,53,1
三亚,2020-06-14,54,53,1
三亚,2020-06-15,54,53,1
三亚,2020-06-16,54,53,1
三亚,2020-06-17,54,53,1
三亚,2020-06-18,54,53,1
三亚,2020-06-19,54,53,1
三亚,2020-06-20,54,53,1
三亚,2020-06-21,54,53,1
三亚,2020-06-22,54,53,1
三亚,2020-06-23,54,53,1
三亚,2020-06-24,54,53,1
三亚,2020-06-25,54,53,1
三亚,2020-06-26,54,53,1
三亚,2020-06-27,54,53,1
三亚,2020-06-28,54,53,1
三亚,2020-06-29,54,53,1
三亚,2020-06-30,54,53,1
三明,2020-01-25,1,0,0
三明,2020-01-26,4,0,0
三明,2020-01-27,4,0,0
三明,2020-01-28,8,0,0
三明,2020-01-29,10,0,0
三明,2020-01-30,10,0,0
三明,2020-01-31,10,0,0
三明,2020-02-01,11,0,0
